ASV6,JX415826.1,94.196,224,8,5,17,240,1,219,2.67E-88,337
ASV6,JF701607.1,94,200,7,4,41,240,1,195,1.26E-76,298
ASV6,NR_156213.1,88.115,244,19,9,1,240,96,333,1.27E-71,281
ASV6,EU707897.2,88.115,244,19,9,1,240,96,333,1.27E-71,281
ASV6,LR961788.1,86.939,245,20,11,1,240,10,247,1.28E-66,265
ASV6,NR_166556.1,86.885,244,21,10,1,240,8,244,4.59E-66,263
ASV6,KX274028.1,86.885,244,21,10,1,240,11,247,4.59E-66,263
ASV6,MH624790.1,86.531,245,21,10,1,240,104,341,5.94E-65,259
ASV6,EU301075.1,86.179,246,20,12,1,240,24,261,2.76E-63,254
ASV6,NR_119631.1,86.179,246,20,12,1,240,12,249,2.76E-63,254
ASV6,KU131679.1,85.95,242,25,8,1,240,16,250,3.57E-62,250
ASV6,MW157812.1,85.772,246,21,12,1,240,29,266,1.29E-61,248
ASV6,MW157463.1,85.772,246,21,12,1,240,29,266,1.29E-61,248
ASV6,MH861502.1,86.134,238,21,11,8,240,1,231,4.62E-61,246
ASV6,MW157756.1,85.537,242,27,6,1,240,31,266,4.62E-61,246
ASV6,MW157462.1,85.537,242,27,6,1,240,31,266,4.62E-61,246
ASV6,EU041792.1,85.597,243,26,7,1,240,5,241,4.62E-61,246
ASV6,MH863074.1,85.833,240,20,12,7,240,1,232,5.98E-60,243
ASV6,MF661965.1,85.124,242,27,7,2,240,9,244,7.74E-59,239
ASV6,MK448255.1,87.442,215,16,7,27,240,1,205,2.78E-58,237
ASV6,MW157861.1,85.062,241,26,7,1,240,35,266,2.78E-58,237
ASV6,MW157813.1,84.959,246,23,12,1,240,29,266,2.78E-58,237
ASV6,MW157804.1,85.062,241,26,7,1,240,34,265,2.78E-58,237
ASV6,MW157461.1,85.062,241,26,7,1,240,35,266,2.78E-58,237
ASV6,GU214687.1,84.774,243,28,7,1,240,1687,1923,1.00E-57,235
ASV6,NR_119427.1,86.026,229,20,11,17,240,1,222,1.00E-57,235
ASV6,MK508815.1,84.937,239,27,7,5,240,8,240,3.60E-57,233
ASV6,NR_156590.1,86.607,224,14,12,22,240,1,213,3.60E-57,233
ASV6,MW157893.1,84.647,241,28,6,1,240,34,266,1.29E-56,231
ASV6,MW157767.1,84.647,241,27,7,1,240,34,265,1.29E-56,231
ASV6,MW157681.1,84.553,246,24,12,1,240,29,266,1.29E-56,231
ASV6,MW157624.1,84.647,241,27,7,1,240,35,266,1.29E-56,231
ASV6,MW157417.1,84.647,241,27,7,1,240,35,266,1.29E-56,231
ASV6,EU041794.1,84.874,238,27,7,6,240,1,232,1.29E-56,231
ASV6,MF319925.1,86.099,223,16,10,19,240,1,209,6.02E-55,226
ASV6,MF319925.1,86.099,223,16,10,19,240,1,209,6.02E-55,226
ASV6,MW157891.1,84.232,241,28,7,1,240,35,266,6.02E-55,226
ASV6,MW157890.1,84.232,241,28,7,1,240,35,266,6.02E-55,226
ASV6,HE608785.1,84.914,232,24,8,10,240,1,222,6.02E-55,226
ASV6,MF661964.1,84.388,237,27,9,8,240,1,231,2.17E-54,224
ASV6,EU301073.1,83.951,243,29,7,1,240,24,259,2.17E-54,224
ASV6,AY639404.1,85.217,230,20,12,17,240,1,222,2.17E-54,224
ASV6,GU903281.1,85.333,225,22,9,17,240,2,216,7.79E-54,222
ASV6,AY463143.1,85.153,229,20,12,18,240,3,223,7.79E-54,222
ASV6,KF442514.1,86.256,211,19,9,34,240,1,205,2.80E-53,220
ASV6,MW157817.1,83.817,241,30,6,1,240,34,266,2.80E-53,220
ASV6,EU041799.1,84.848,231,22,10,13,240,1,221,2.80E-53,220
ASV6,KC986372.1,84.416,231,27,8,13,240,9,233,1.01E-52,219
ASV6,MH863207.1,83.402,241,30,7,3,240,1,234,1.30E-51,215
ASV6,KJ719561.1,85.782,211,20,9,34,240,1,205,1.30E-51,215
ASV6,MN065464.1,83.128,243,31,8,1,240,146,381,4.69E-51,213
ASV6,MN065463.1,83.128,243,31,7,1,240,145,380,4.69E-51,213
ASV6,MW157768.1,83.128,243,31,7,1,240,31,266,4.69E-51,213
ASV6,MW157675.1,83.128,243,31,7,1,240,31,266,4.69E-51,213
ASV6,GQ852742.1,83.128,243,31,7,1,240,79,314,4.69E-51,213
ASV6,MK836099.1,84.685,222,23,8,20,240,1,212,1.69E-50,211
ASV6,NR_172411.1,84.685,222,23,8,20,240,1,212,1.69E-50,211
ASV6,MH863256.1,85.854,205,19,9,40,240,1,199,6.07E-50,209
ASV6,EU301109.1,84.685,222,20,12,25,240,1,214,6.07E-50,209
ASV6,JX556230.1,82.716,243,32,7,1,240,101,336,2.18E-49,207
ASV6,JX556229.1,82.716,243,32,7,1,240,35,270,2.18E-49,207
ASV6,JX556228.1,82.716,243,32,7,1,240,77,312,2.18E-49,207
ASV6,MW157814.1,82.716,243,32,7,1,240,31,266,2.18E-49,207
ASV6,MW157602.1,82.716,243,32,7,1,240,31,266,2.18E-49,207
ASV6,MW157483.1,82.716,243,32,7,1,240,31,266,2.18E-49,207
ASV6,GQ852743.1,82.716,243,32,7,1,240,79,314,2.18E-49,207
ASV6,GQ852741.1,82.716,243,32,7,1,240,79,314,2.18E-49,207
ASV6,GQ852740.1,82.716,243,32,7,1,240,80,315,2.18E-49,207
ASV6,GQ852739.1,82.716,243,32,7,1,240,101,336,2.18E-49,207
ASV6,NR_119630.1,82.716,243,32,7,1,240,79,314,2.18E-49,207
ASV6,KC986371.1,83.333,234,28,10,11,240,5,231,7.85E-49,206
ASV6,MN699134.1,84.722,216,19,12,31,240,1,208,2.82E-48,204
ASV6,MW157626.1,82.305,243,33,7,1,240,31,266,1.02E-47,202
ASV6,MW157572.1,82.305,243,33,7,1,240,31,266,1.02E-47,202
ASV6,MW157477.1,82.305,243,33,7,1,240,31,266,1.02E-47,202
ASV6,MW157431.1,82.305,243,33,7,1,240,31,266,1.02E-47,202
ASV6,MW157428.1,82.305,243,33,7,1,240,31,266,1.02E-47,202
ASV6,HM070373.1,85.294,204,20,9,41,240,1,198,1.02E-47,202
ASV6,KC986373.1,82.906,234,29,10,11,240,7,233,3.65E-47,200
ASV6,AY725520.1,84.762,210,20,11,36,240,1,203,3.65E-47,200
ASV6,AY725519.1,84.762,210,20,11,36,240,1,203,3.65E-47,200
ASV6,KC986370.1,82.627,236,30,10,8,240,2,229,1.31E-46,198
ASV6,EU301079.1,82.041,245,32,8,1,240,24,261,1.31E-46,198
ASV6,KP400570.1,84.878,205,19,10,41,240,1,198,4.72E-46,196
ASV6,MW157740.1,81.893,243,34,7,1,240,30,265,4.72E-46,196
ASV6,MW157415.1,81.893,243,34,7,1,240,32,267,4.72E-46,196
ASV6,MW157400.1,81.893,243,34,7,1,240,31,266,4.72E-46,196
ASV6,HM070376.1,84.804,204,21,9,41,240,1,198,4.72E-46,196
ASV6,MW157413.1,81.893,243,33,8,1,240,31,265,1.70E-45,195
ASV6,MW157808.1,81.481,243,35,7,1,240,34,269,2.20E-44,191
ASV6,MW157625.1,81.481,243,35,7,1,240,30,265,2.20E-44,191
ASV6,MW157511.1,81.481,243,35,7,1,240,31,266,2.20E-44,191
ASV6,MW157510.1,81.481,243,35,7,1,240,31,266,2.20E-44,191
ASV6,MW157475.1,81.481,243,35,7,1,240,31,266,2.20E-44,191
ASV6,MN899893.1,83.645,214,22,9,30,240,1,204,7.90E-44,189
ASV6,JQ622084.1,84.39,205,19,11,41,240,1,197,7.90E-44,189
ASV6,JQ622082.1,84.314,204,21,10,41,240,1,197,7.90E-44,189
ASV6,MW157386.1,81.481,243,34,8,1,240,31,265,7.90E-44,189
ASV6,NR_111322.1,82.379,227,30,7,17,240,1,220,7.90E-44,189
ASV6,AY509759.1,82.379,227,30,7,17,240,1,220,7.90E-44,189
ASV32,NR_159835.1,81.048,248,43,4,10,254,64,310,1.82E-45,195
ASV32,MH327814.1,81.048,248,43,4,10,254,188,434,1.82E-45,195
ASV32,MW856651.1,81.557,244,35,8,16,254,91,329,6.55E-45,193
ASV32,MW157885.1,80.153,262,36,11,1,254,13,266,1.42E-41,182
ASV32,MW157799.1,79.771,262,37,11,1,254,13,266,6.60E-40,176
ASV32,MG281964.1,81.034,232,32,11,29,254,1,226,2.37E-39,174
ASV32,MW157387.1,79.31,261,40,10,1,254,12,265,3.07E-38,171
ASV32,MW157476.1,79.087,263,37,13,1,254,12,265,1.43E-36,165
ASV32,KC922447.1,81.773,203,27,10,56,254,27,223,1.85E-35,161
ASV32,MW157844.1,78.707,263,38,12,1,254,12,265,6.65E-35,159
ASV32,MW157723.1,78.327,263,39,13,1,254,14,267,3.09E-33,154
ASV32,MN900142.1,79.31,232,33,13,30,254,1,224,1.44E-31,148
ASV32,KT758843.1,76.426,263,41,14,8,254,1512,1769,8.72E-24,122
ASV32,MK282118.1,76.245,261,39,18,1,254,1,245,4.06E-22,117
ASV32,MT809276.1,85.849,106,11,4,151,254,612,715,6.79E-20,110
ASV32,MT809276.1,100,31,0,0,16,46,488,518,0.000249,58.4
ASV32,MT809283.1,84.906,106,12,4,151,254,152,255,3.16E-18,104
ASV32,MT809283.1,100,46,0,0,1,46,13,58,1.14E-12,86.1
ASV32,MT809280.1,84.906,106,12,4,151,254,117,220,3.16E-18,104
ASV32,MN547397.1,84.906,106,11,5,151,254,152,254,1.14E-17,102
ASV32,MN547397.1,100,46,0,0,1,46,13,58,1.14E-12,86.1
ASV32,MN547396.1,84.906,106,11,5,151,254,152,254,1.14E-17,102
ASV32,MN547396.1,100,46,0,0,1,46,13,58,1.14E-12,86.1
ASV32,MN547395.1,84.906,106,11,5,151,254,163,265,1.14E-17,102
ASV32,MN547395.1,100,46,0,0,1,46,24,69,1.14E-12,86.1
ASV32,MN547394.1,84.906,106,11,5,151,254,152,254,1.14E-17,102
ASV32,MN547394.1,100,46,0,0,1,46,13,58,1.14E-12,86.1
ASV32,MN547393.1,84.906,106,11,5,151,254,163,265,1.14E-17,102
ASV32,MN547393.1,100,46,0,0,1,46,24,69,1.14E-12,86.1
ASV32,MN547392.1,84.906,106,11,5,151,254,164,266,1.14E-17,102
ASV32,MN547392.1,100,46,0,0,1,46,25,70,1.14E-12,86.1
ASV32,MN938393.1,84.906,106,11,5,151,254,148,250,1.14E-17,102
ASV32,MN938393.1,100,46,0,0,1,46,9,54,1.14E-12,86.1
ASV32,MK801315.1,84.906,106,11,5,151,254,150,252,1.14E-17,102
ASV32,MK801315.1,100,46,0,0,1,46,11,56,1.14E-12,86.1
ASV32,MH857896.1,84.906,106,11,5,151,254,133,235,1.14E-17,102
ASV32,MH857896.1,100,39,0,0,8,46,1,39,8.91E-09,73.1
ASV32,MH856727.1,84.906,106,11,5,151,254,133,235,1.14E-17,102
ASV32,MH856727.1,100,39,0,0,8,46,1,39,8.91E-09,73.1
ASV32,MH349730.1,84.259,108,13,4,149,254,112,217,1.14E-17,102
ASV32,MH071786.1,84.259,108,13,4,149,254,112,217,1.14E-17,102
ASV32,MF347844.1,84.906,106,11,5,151,254,97,199,1.14E-17,102
ASV32,KF993412.1,84.906,106,11,5,151,254,133,235,1.14E-17,102
ASV32,KF993412.1,100,39,0,0,8,46,1,39,8.91E-09,73.1
ASV32,KR072501.1,84.906,106,11,5,151,254,152,254,1.14E-17,102
ASV32,KR072501.1,100,46,0,0,1,46,13,58,1.14E-12,86.1
ASV32,KP698193.1,84.906,106,11,5,151,254,151,253,1.14E-17,102
